"Funcionario_Deixou_Empresa","Freq_Viagens","Formacao","Estado_Civil","Faz_hora_extras","Equilibrio_de_Vida","Idade","Tempo_de_empresa"
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",22,4
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",48,2
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",48,15
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",41,2
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",39,21
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",27,3
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",35,3
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Excelente",42,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",50,1
"Não","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",59,5
"Sim","Viaja raramente","Ensino Técnico","Casado","Não","Ruim",37,1
"Não","Viaja frequentemente","Mestrado","Casado","Sim","Muito bom",55,8
"Não","Não viaja","Ensino Médio","Divorciado","Não","Muito bom",41,21
"Não","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",38,1
"Sim","Não viaja","Ensino Técnico","Solteiro","Não","Muito bom",26,2
"Sim","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",52,32
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",44,12
"Não","Não viaja","Ensino Superior","Casado","Não","Muito bom",50,18
"Sim","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",36,17
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Sim","Muito bom",39,21
"Não","Não viaja","Ensino Médio","Solteiro","Não","Bom",33,2
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Excelente",45,9
"Não","Não viaja","Mestrado","Solteiro","Não","Muito bom",32,8
"Não","Viaja raramente","Mestrado","Divorciado","Não","Bom",34,15
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Ruim",59,6
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",45,6
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",53,15
"Sim","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",36,1
"Sim","Viaja frequentemente","Ensino Superior","Casado","Sim","Muito bom",26,3
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",34,1
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",28,1
"Não","Viaja frequentemente","Mestrado","Casado","Não","Muito bom",38,2
"Não","Viaja raramente","Mestrado","Casado","Sim","Bom",50,8
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",37,4
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",40,7
"Não","Viaja frequentemente","Ensino Médio","Divorciado","Não","Muito bom",26,5
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",46,2
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",54,9
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",56,5
"Não","Viaja raramente","Doutorado","Solteiro","Não","Bom",36,14
"Não","Não viaja","Ensino Médio","Solteiro","Não","Excelente",55,9
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",43,1
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Sim","Muito bom",20,2
"Sim","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",21,1
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Muito bom",46,16
"Sim","Viaja raramente","Mestrado","Casado","Sim","Excelente",51,10
"Sim","Não viaja","Ensino Técnico","Solteiro","Não","Bom",28,10
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",26,5
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",30,6
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",41,10
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",38,19
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",40,11
"Não","Não viaja","Doutorado","Casado","Não","Muito bom",27,3
"Não","Viaja frequentemente","Ensino Médio","Casado","Não","Muito bom",55,3
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Excelente",28,8
"Sim","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",44,20
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",33,3
"Sim","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",35,8
"Sim","Viaja frequentemente","Mestrado","Solteiro","Não","Muito bom",33,13
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Bom",28,4
"Não","Viaja frequentemente","Ensino Médio","Solteiro","Não","Bom",34,6
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Muito bom",37,1
"Sim","Viaja raramente","Ensino Médio","Casado","Sim","Excelente",25,7
"Sim","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",26,1
"Sim","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",33,2
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",42,22
"Sim","Viaja frequentemente","Ensino Superior","Divorciado","Não","Muito bom",28,1
"Sim","Viaja frequentemente","Mestrado","Solteiro","Sim","Muito bom",50,0
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",33,3
"Não","Não viaja","Mestrado","Casado","Não","Muito bom",34,0
"Não","Não viaja","Mestrado","Solteiro","Não","Bom",48,5
"Não","Não viaja","Mestrado","Casado","Não","Muito bom",45,15
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",52,8
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Muito bom",38,8
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",29,7
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",28,9
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",46,12
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",38,1
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",43,8
"Sim","Viaja frequentemente","Ensino Superior","Divorciado","Não","Muito bom",39,18
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Excelente",40,20
"Não","Viaja raramente","Ensino Médio","Solteiro","Sim","Excelente",21,2
"Não","Não viaja","Ensino Superior","Solteiro","Não","Bom",39,5
"Não","Não viaja","Mestrado","Solteiro","Não","Muito bom",36,11
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",31,2
"Não","Viaja raramente","Ensino Médio","Casado","Não","Ruim",28,5
"Não","Viaja frequentemente","Ensino Técnico","Divorciado","Não","Muito bom",35,5
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",49,9
"Não","Viaja frequentemente","Ensino Técnico","Solteiro","Não","Bom",34,3
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Não","Bom",29,7
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",42,1
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Bom",29,10
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",38,7
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Sim","Muito bom",28,3
"Sim","Não viaja","Ensino Médio","Solteiro","Não","Muito bom",18,0
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",33,5
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",41,1
"Sim","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",31,2
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",37,6
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",27,4
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",34,6
"Não","Viaja raramente","Mestrado","Solteiro","Não","Ruim",35,5
"Sim","Viaja raramente","Ensino Médio","Casado","Não","Ruim",29,11
"Não","Viaja frequentemente","Mestrado","Solteiro","Não","Bom",40,18
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Sim","Bom",42,21
"Não","Viaja raramente","Mestrado","Solteiro","Não","Excelente",42,6
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",35,8
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",24,4
"Sim","Viaja raramente","Ensino Médio","Casado","Sim","Bom",28,1
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",26,8
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",30,10
"Não","Viaja frequentemente","Ensino Técnico","Casado","Sim","Ruim",40,1
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Excelente",35,7
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Não","Muito bom",34,13
"Não","Viaja frequentemente","Mestrado","Casado","Não","Excelente",35,2
"Sim","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",43,4
"Não","Não viaja","Ensino Médio","Divorciado","Não","Muito bom",32,1
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",56,5
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",29,10
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",19,1
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Bom",45,3
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",37,14
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",20,2
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",44,6
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",53,7
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Bom",29,5
"Sim","Viaja frequentemente","Mestrado","Casado","Sim","Muito bom",22,0
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",46,26
"Não","Não viaja","Ensino Superior","Solteiro","Não","Muito bom",44,0
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",33,5
"Sim","Não viaja","Ensino Técnico","Divorciado","Não","Ruim",41,1
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",30,4
"Não","Viaja frequentemente","Mestrado","Casado","Não","Muito bom",40,0
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",50,2
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",28,6
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",46,4
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",35,7
"Sim","Viaja raramente","Ensino Técnico","Casado","Não","Ruim",24,1
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",33,10
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",36,7
"Não","Viaja raramente","Mestrado","Divorciado","Não","Bom",30,10
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",44,20
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",20,2
"Não","Viaja raramente","Mestrado","Divorciado","Não","Bom",46,6
"Não","Não viaja","Doutorado","Casado","Não","Excelente",42,4
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Muito bom",60,11
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",32,2
"Não","Viaja frequentemente","Ensino Técnico","Solteiro","Sim","Muito bom",32,8
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",36,7
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",33,14
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Excelente",40,5
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",25,4
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",30,11
"Não","Viaja frequentemente","Doutorado","Casado","Sim","Muito bom",42,1
"Não","Não viaja","Ensino Técnico","Casado","Sim","Bom",35,13
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Bom",27,9
"Não","Viaja frequentemente","Mestrado","Divorciado","Não","Ruim",54,5
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",44,10
"Sim","Não viaja","Ensino Superior","Solteiro","Sim","Excelente",19,1
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",29,3
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",54,10
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Bom",31,6
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",31,10
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",59,6
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",43,8
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Excelente",49,1
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",36,11
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Bom",48,1
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",27,5
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",29,6
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Excelente",48,1
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",29,7
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",34,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",44,22
"Não","Viaja raramente","Doutorado","Divorciado","Sim","Muito bom",33,9
"Não","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",19,1
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",23,1
"Sim","Viaja frequentemente","Ensino Médio","Solteiro","Sim","Muito bom",25,1
"Não","Viaja raramente","Ensino Técnico","Solteiro","Sim","Bom",26,8
"Sim","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",45,24
"Não","Não viaja","Ensino Médio","Divorciado","Sim","Muito bom",55,33
"Sim","Viaja frequentemente","Ensino Técnico","Solteiro","Não","Ruim",21,2
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",46,11
"Não","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",34,3
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Sim","Bom",51,29
"Não","Viaja raramente","Mestrado","Solteiro","Não","Bom",59,9
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Não","Excelente",34,11
"Não","Viaja frequentemente","Mestrado","Solteiro","Sim","Bom",28,4
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Bom",44,25
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Excelente",34,10
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Muito bom",35,3
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",42,1
"Não","Viaja raramente","Mestrado","Solteiro","Não","Excelente",43,21
"Não","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",36,16
"Sim","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",44,10
"Não","Viaja frequentemente","Ensino Superior","Casado","Sim","Muito bom",28,2
"Não","Viaja frequentemente","Ensino Técnico","Solteiro","Não","Bom",51,7
"Não","Não viaja","Ensino Técnico","Solteiro","Sim","Muito bom",30,8
"Sim","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",29,7
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",28,3
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",25,2
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",32,10
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Não","Muito bom",45,0
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Muito bom",39,19
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",58,2
"Sim","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",32,10
"Sim","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",39,5
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",30,9
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",36,7
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Excelente",46,7
"Não","Não viaja","Ensino Superior","Casado","Não","Muito bom",28,9
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",50,3
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",40,5
"Sim","Viaja raramente","Ensino Superior","Solteiro","Sim","Bom",52,8
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",30,9
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",39,8
"Não","Não viaja","Mestrado","Divorciado","Sim","Bom",31,10
"Não","Não viaja","Ensino Técnico","Solteiro","Não","Muito bom",41,19
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Sim","Excelente",31,3
"Sim","Viaja raramente","Ensino Superior","Casado","Não","Excelente",44,3
"Não","Não viaja","Ensino Médio","Casado","Sim","Bom",42,20
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",55,19
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",56,7
"Não","Não viaja","Ensino Técnico","Divorciado","Não","Muito bom",40,4
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",34,9
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",40,9
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Não","Muito bom",41,9
"Não","Viaja frequentemente","Mestrado","Solteiro","Sim","Muito bom",35,9
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",51,33
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",38,7
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Excelente",34,10
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",25,3
"Sim","Viaja raramente","Mestrado","Casado","Sim","Bom",58,10
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",40,4
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",36,15
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",48,10
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",27,1
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Bom",51,5
"Não","Não viaja","Ensino Superior","Solteiro","Não","Excelente",18,0
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",35,9
"Não","Viaja frequentemente","Ensino Médio","Solteiro","Não","Muito bom",27,6
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Bom",55,19
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",56,19
"Não","Não viaja","Ensino Médio","Divorciado","Não","Muito bom",34,5
"Não","Viaja raramente","Ensino Médio","Divorciado","Não","Muito bom",40,12
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",34,8
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Não","Excelente",31,1
"Sim","Viaja frequentemente","Mestrado","Casado","Sim","Bom",35,4
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Não","Muito bom",38,4
"Não","Viaja raramente","Mestrado","Solteiro","Não","Excelente",34,14
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",28,5
"Sim","Viaja raramente","Mestrado","Casado","Sim","Bom",31,10
"Não","Viaja raramente","Mestrado","Casado","Sim","Excelente",39,5
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",51,4
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Sim","Bom",41,6
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Muito bom",37,6
"Não","Viaja frequentemente","Ensino Médio","Casado","Não","Excelente",33,5
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Bom",32,3
"Não","Não viaja","Ensino Técnico","Casado","Não","Muito bom",39,6
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",25,3
"Não","Viaja frequentemente","Ensino Técnico","Casado","Sim","Bom",52,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Sim","Ruim",43,20
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",27,6
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",27,8
"Não","Viaja raramente","Ensino Médio","Solteiro","Não","Muito bom",26,4
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",42,20
"Não","Viaja raramente","Mestrado","Casado","Não","Ruim",52,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",37,3
"Não","Viaja frequentemente","Ensino Técnico","Solteiro","Não","Muito bom",35,2
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",25,3
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",26,7
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",29,10
"Sim","Viaja frequentemente","Ensino Técnico","Solteiro","Não","Muito bom",49,4
"Sim","Viaja frequentemente","Ensino Médio","Solteiro","Sim","Muito bom",29,8
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",54,20
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",58,9
"Não","Viaja raramente","Mestrado","Divorciado","Não","Excelente",55,7
"Não","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",36,5
"Sim","Viaja frequentemente","Mestrado","Solteiro","Não","Muito bom",31,1
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",30,3
"Não","Viaja raramente","Doutorado","Solteiro","Não","Excelente",31,3
"Não","Viaja frequentemente","Mestrado","Divorciado","Não","Muito bom",34,4
"Sim","Viaja raramente","Ensino Superior","Solteiro","Não","Excelente",31,1
"Não","Viaja raramente","Ensino Médio","Casado","Não","Excelente",27,5
"Não","Viaja raramente","Mestrado","Solteiro","Não","Bom",36,10
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",36,3
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",47,6
"Sim","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",25,3
"Não","Não viaja","Ensino Técnico","Solteiro","Não","Ruim",37,6
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Excelente",56,3
"Não","Viaja raramente","Mestrado","Casado","Não","Excelente",47,20
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Muito bom",24,5
"Não","Viaja raramente","Doutorado","Casado","Não","Bom",32,4
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",34,5
"Não","Viaja raramente","Doutorado","Casado","Sim","Bom",41,4
"Não","Não viaja","Mestrado","Divorciado","Não","Excelente",40,8
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",31,13
"Sim","Viaja raramente","Ensino Superior","Divorciado","Não","Excelente",46,7
"Sim","Não viaja","Ensino Superior","Solteiro","Sim","Excelente",39,1
"Sim","Viaja frequentemente","Doutorado","Solteiro","Não","Muito bom",31,10
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",45,7
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",31,3
"Sim","Viaja frequentemente","Ensino Superior","Casado","Sim","Ruim",31,2
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Excelente",45,3
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",48,2
"Sim","Viaja raramente","Mestrado","Casado","Não","Muito bom",34,2
"Não","Não viaja","Ensino Médio","Divorciado","Não","Muito bom",40,9
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",28,5
"Não","Não viaja","Ensino Superior","Solteiro","Não","Muito bom",44,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",53,9
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",49,3
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Excelente",40,3
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",44,5
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",33,4
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",34,13
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",30,2
"Não","Viaja frequentemente","Ensino Técnico","Solteiro","Não","Muito bom",42,12
"Não","Viaja frequentemente","Doutorado","Casado","Não","Bom",44,1
"Não","Não viaja","Ensino Superior","Divorciado","Não","Bom",30,1
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Bom",57,12
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",49,8
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Não","Bom",34,14
"Sim","Viaja frequentemente","Ensino Superior","Casado","Não","Excelente",28,3
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Não","Ruim",29,5
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Excelente",34,15
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",35,1
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Sim","Bom",24,0
"Não","Não viaja","Ensino Técnico","Casado","Não","Muito bom",24,1
"Não","Viaja frequentemente","Ensino Médio","Solteiro","Sim","Bom",44,2
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",29,10
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Excelente",30,5
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",55,3
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",33,5
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Bom",47,5
"Sim","Viaja frequentemente","Ensino Técnico","Solteiro","Não","Bom",28,0
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Ruim",28,1
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Não","Muito bom",28,4
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",49,3
"Não","Viaja frequentemente","Ensino Médio","Casado","Não","Muito bom",29,3
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",28,8
"Não","Viaja raramente","Doutorado","Solteiro","Sim","Muito bom",33,0
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Excelente",32,5
"Não","Viaja frequentemente","Mestrado","Divorciado","Não","Muito bom",54,14
"Sim","Viaja raramente","Mestrado","Solteiro","Não","Ruim",29,9
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",44,20
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",39,2
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",46,13
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Ruim",35,11
"Não","Viaja raramente","Ensino Médio","Solteiro","Não","Muito bom",23,4
"Sim","Viaja raramente","Mestrado","Solteiro","Não","Ruim",40,5
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",34,10
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Não","Ruim",31,7
"Não","Viaja frequentemente","Doutorado","Solteiro","Sim","Muito bom",50,32
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Muito bom",34,11
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",42,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",37,10
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",29,7
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",33,5
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",45,5
"Não","Viaja frequentemente","Ensino Superior","Casado","Sim","Ruim",42,20
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Excelente",40,8
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",33,15
"Não","Viaja raramente","Ensino Técnico","Solteiro","Sim","Muito bom",40,21
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",24,1
"Não","Não viaja","Ensino Técnico","Divorciado","Sim","Muito bom",40,2
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",45,10
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",35,5
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",32,7
